ngram,freq_ron,freq_google,freq_google_norm,google_div_ron,google_norm_div_ron
witch wizard,0.0006609385327164,1.1408954254629464e-12,1.7172836581379277e-07,1.7261747787255875e-09,0.0002598250174762
well let,0.0006609385327164,1.605649871000139e-09,0.0002416835252925,2.429348254823421e-06,0.3656671737675968
well know,0.0006609385327164,6.329746637105034e-09,0.0009527578266556,9.576906661940749e-06,1.4415225917300545
well harry,0.0006609385327164,1.7369565336375473e-11,2.614478946570671e-06,2.628015235393837e-08,0.0039557066461617
well got,0.0006609385327164,1.6187758308411728e-10,2.436592538149744e-05,2.449207832062908e-07,0.0368656451022088
unbreakable vow,0.0006609385327164,1.039412021170731e-11,1.5645301385131913e-06,1.5726303880314525e-08,0.0023671340995706
try one,0.0006609385327164,3.117278374035034e-09,0.0004692148894737,4.7164421799154165e-06,0.7099221277738588
tom riddle,0.0006609385327164,6.015822684114373e-11,9.055057768763555e-06,9.101939721065836e-08,0.0137003024041404
thought would,0.0006609385327164,7.96396211076027e-09,0.0011987410661488,1.2049474673581336e-05,1.8136952330834029
think knows,0.0006609385327164,1.992130825274819e-11,2.9985690491563617e-06,3.0140939386410636e-08,0.0045368349713739
think know,0.0006609385327164,3.768350363029046e-11,5.672146940147479e-06,5.7015140992634426e-08,0.0085819583204438
tell us,0.0006609385327164,9.806487211841209e-08,0.0147607921434166,0.0001483721515151,22.33307851299136
tap dance,0.0006609385327164,7.410042447424785e-10,0.0001115364696629,1.1211394222954676e-06,0.1687546786000092
stand back,0.0006609385327164,5.10616309616484e-09,0.0007685831887065,7.725624764498074e-06,1.1628663645131867
spiders spiders,0.0006609385327164,2.125171185804981e-11,3.198822316819802e-06,3.215384004123216e-08,0.0048398181653487
spiders follow,0.0006609385327164,2.6240500674627536e-12,3.949738248061602e-07,3.9701877520714915e-09,0.0005975953969317
something harry,0.0006609385327164,2.7140610568908048e-11,4.085223409758078e-06,4.1063743790761455e-08,0.0061809430189645
sirius black,0.0006609385327164,7.029885069670272e-11,1.058143146102451e-05,1.0636216110412045e-07,0.0160097058005314
shrieking shack,0.0006609385327164,8.955314343699302e-12,1.3479600875498874e-06,1.354939060201822e-08,0.0020394636124631
serves right,0.0006609385327164,7.060131596609802e-12,1.0626958741850975e-06,1.0681979105671558e-08,0.0016078588576421
second thought,0.0006609385327164,6.664896513312231e-09,0.0010032048170275,1.008398842464228e-05,1.5178488881628556
say something,0.0006609385327164,4.82472554599964e-08,0.007262210146722,7.299809751098089e-05,10.987723951991406
right yeah,0.0006609385327164,1.4753385931538555e-11,2.220689819327881e-06,2.2321872914419774e-08,0.0033599036966433
right well,0.0006609385327164,9.293126053296273e-10,0.0001398807738918,1.4060499718638483e-06,0.2116396108983697
riddle diary,0.0006609385327164,0.0,0.0,0.0,0.0
r b,0.0006609385327164,3.4809873963371532e-09,0.0005239606222006,5.26673393065857e-06,0.7927524213895832
queen turns,0.0006609385327164,2.0900466554955e-11,3.145952631698778e-06,3.162240589764966e-08,0.0047598263317606
one harry,0.0006609385327164,7.425631264124309e-11,1.1177111360635313e-05,1.1234980102621056e-07,0.0169109694886426
oh yeah,0.0006609385327164,9.963914173773673e-09,0.0014997752291597,1.5075402144920876e-05,2.26915992171895
oh look,0.0006609385327164,7.668332939448856e-10,0.0001154242759517,1.1602187737387126e-06,0.1746369295150641
oh go,0.0006609385327164,1.3560778977640803e-10,2.041177798611415e-05,2.051745859317232e-07,0.0308830200929933
nice doggy,0.0006609385327164,3.268432749488028e-11,4.919667502515459e-06,4.9451387499758165e-08,0.0074434569313065
never told,0.0006609385327164,1.6032728427906217e-08,0.0024132573336802,2.425751811142421e-05,3.6512583458584937
never got,0.0006609385327164,2.0529027426928448e-08,0.0030900433581302,3.1060418496945435e-05,4.675235600851461
mum sent,0.0006609385327164,5.3831196401617625e-11,8.102708786039699e-06,8.144660015565455e-08,0.0122593983932791
muggle borns,0.0006609385327164,0.0,0.0,0.0,0.0
mean harry,0.0006609385327164,2.089366925464972e-11,3.144929497371723e-06,3.161212158228777e-08,0.0047582783295238
marauder map,0.0006609385327164,0.0,0.0,0.0,0.0
mad eye,0.0006609385327164,1.294774152300914e-11,1.948902978398314e-06,1.9589932924314533e-08,0.0029486902063169
look like,0.0006609385327164,1.4014376580841294e-07,0.0210945362249164,0.0002120375176681,31.91603330830143
look good,0.0006609385327164,1.369206901129516e-08,0.0020609396649699,2.071610041409138e-05,3.118201713099855
like great,0.0006609385327164,1.5960761360224475e-09,0.0002402424801048,2.414863193802173e-06,0.3634868723987113
like got,0.0006609385327164,3.395502935835401e-11,5.110934422848966e-06,5.137395941919408e-08,0.0077328437817711
let get,0.0006609385327164,1.4332045195885232e-10,2.157269321384201e-05,2.168438438137624e-07,0.0326394848325458
leave hermione,0.0006609385327164,7.877096544649308e-13,1.1856660012649273e-07,1.1918047072055439e-09,0.0001793912659913
know let,0.0006609385327164,5.207859175769349e-11,7.838905527036684e-06,7.87949093293971e-08,0.0118602640624075
know got,0.0006609385327164,5.5507814049883316e-11,8.35507443008144e-06,8.398332265748077e-08,0.0126412276127143
kill us,0.0006609385327164,6.772861019185616e-09,0.0010194557088672,1.0247338722028728e-05,1.542436487516222
invisibility cloak,0.0006609385327164,1.371262755307134e-10,2.064034150848305e-05,2.0747205487798737e-07,0.0312288367023375
inside harry,0.0006609385327164,1.7674719087612575e-11,2.660410899537028e-06,2.6741849979560153e-08,0.0040252016909998
hey neville,0.0006609385327164,0.0,0.0,0.0,0.0
hermione tell,0.0006609385327164,3.1837790178155e-13,4.792246122118007e-08,4.817057653955269e-10,7.250668382765174e-05
hermione need,0.0006609385327164,0.0,0.0,0.0,0.0
help harry,0.0006609385327164,6.181177468966276e-11,9.303950930646349e-06,9.352121510546789e-08,0.0140768777580691
harry wake,0.0006609385327164,1.058263618281955e-12,1.592905692421446e-07,1.601152854460737e-09,0.0002410066312633
harry think,0.0006609385327164,1.7079917313194628e-11,2.5708809264788136e-06,2.584191489486572e-08,0.0038897428417627
harry mental,0.0006609385327164,0.0,0.0,0.0,0.0
harry know,0.0006609385327164,3.982797090004488e-11,5.994933631685539e-06,6.025971997177313e-08,0.009070334584741
harry hermione,0.0006609385327164,0.0,0.0,0.0,0.0
harry help,0.0006609385327164,3.452528325549664e-12,5.196769432499841e-07,5.223675356557094e-09,0.0007862712151372
harry got,0.0006609385327164,2.7026722763341776e-10,4.068080938765982e-05,4.0891431540939676e-07,0.0615500646035346
harry get,0.0006609385327164,2.612563835840281e-11,3.932449093053503e-06,3.952809083626688e-08,0.0059497954777904
great aunt,0.0006609385327164,1.3362481071864891e-09,0.0002011329861155,2.021743386173333e-06,0.304314207992822
got nice,0.0006609385327164,2.0306302630492886e-10,3.056518668255559e-05,3.072343587993841e-07,0.0462451274507106
got bit,0.0006609385327164,1.8053548433692548e-10,2.7174325538207445e-05,2.73150187801792e-07,0.0411147545393114
good value,0.0006609385327164,5.273403577623871e-09,0.0007937563412479,7.978659612945609e-06,1.2009533443082048
go let,0.0006609385327164,2.2361271807133088e-10,3.3658340451306485e-05,3.3832604244195297e-07,0.0509250691028311
go know,0.0006609385327164,3.7485686997721954e-11,5.642371444266257e-06,5.671584442755824e-08,0.0085369079951755
go bloody,0.0006609385327164,1.144985021446234e-11,1.7234393461999043e-06,1.7323623374483022e-08,0.0026075637308006
follow spiders,0.0006609385327164,0.0,0.0,0.0,0.0
find one,0.0006609385327164,1.4360577151903904e-08,0.00216156397107,2.172755323083249e-05,3.270446288229279
find find,0.0006609385327164,2.0883248665694495e-10,3.143360983139692e-05,3.159635523119852e-07,0.0475590516749076
fell broom,0.0006609385327164,0.0,0.0,0.0,0.0
dumbledore left,0.0006609385327164,3.0243785581297896e-12,4.552315451516126e-07,4.575884758450769e-09,0.0006887653278144
downstairs oh,0.0006609385327164,0.0,0.0,0.0,0.0
destroyed tom,0.0006609385327164,1.7641498561861005e-12,2.655410523103336e-07,2.669158732409802e-09,0.0004017636121455
department mysteries,0.0006609385327164,0.0,0.0,0.0,0.0
crabbe goyle,0.0006609385327164,0.0,0.0,0.0,0.0
course come,0.0006609385327164,1.5914726815192272e-10,2.395495649600777e-05,2.4078981671388e-07,0.0362438491784629
come sure,0.0006609385327164,9.367251909933372e-12,1.4099652139513565e-06,1.4172652139730422e-08,0.0021332773687085
come hermione,0.0006609385327164,0.0,0.0,0.0,0.0
come got,0.0006609385327164,1.1469444291737942e-11,1.7263886602168335e-06,1.7353269213401014e-08,0.0026120260429082
come back,0.0006609385327164,1.575801029303426e-07,0.0237190657066718,0.0002384186957336,35.88694641419766
cat killed,0.0006609385327164,4.3182236573159506e-11,6.499820012762527e-06,6.533472393519601e-08,0.0098342276793105
c mon,0.0006609385327164,3.2139720572476714e-11,4.837692893179732e-06,4.8627397226161496e-08,0.0073194293473815
brother charlie,0.0006609385327164,2.0255089669905418e-10,3.0488100581289096e-05,3.064595067056956e-07,0.0461284961794944
brilliant bloody,0.0006609385327164,2.0334742106489728e-12,3.060799397784786e-07,3.0766464807121634e-09,0.0004630989488848
bloody well,0.0006609385327164,1.806076693563809e-09,0.0002718519087709,2.7325940373622804e-06,0.4113119379704087
bloody likely,0.0006609385327164,2.48042486896362e-10,3.733552609330256e-05,3.752882826742283e-07,0.0564886509791716
blimey harry,0.0006609385327164,0.0,0.0,0.0,0.0
bit harry,0.0006609385327164,3.1477350530945308e-12,4.7379924979835227e-07,4.762523135332439e-09,0.0007168582649449
best friend,0.0006609385327164,4.597584769143736e-08,0.0069203162838089,6.956145755715077e-05,10.47043853740386
ball light,0.0006609385327164,1.1955926108478708e-11,1.79961423858491e-06,1.8089316202129857e-08,0.0027228163429792
bad idea,0.0006609385327164,1.0495809265235909e-08,0.0015798364449404,1.588015941830331e-05,2.3902925411951403
back said,0.0006609385327164,1.8373550316206828e-10,2.76559945774116e-05,2.779918162842335e-07,0.0418435197956273
aunt tessie,0.0006609385327164,2.933029067222772e-11,4.414815568167759e-06,4.437672978708439e-08,0.0066796159546383
anything harry,0.0006609385327164,8.77151568206386e-12,1.320294586315531e-06,1.3271303226963773e-08,0.0019976057090955
anything bit,0.0006609385327164,1.0984547314895382e-12,1.6534016330426014e-07,1.6619620087438154e-09,0.0002501596670793
ancient runes,0.0006609385327164,4.8167395624867805e-11,7.250189589294331e-06,7.287726958043132e-08,0.0109695368486032
always good,0.0006609385327164,4.966678033287087e-09,0.0007475878009008,7.514583864364015e-06,1.1311003427630444
zonko joke,0.0003304692663582,0.0,0.0,0.0,0.0
yuck ugh,0.0003304692663582,0.0,0.0,0.0,0.0
youngest seeker,0.0003304692663582,5.312909703175486e-13,7.997028304959231e-08,1.607686476181041e-09,0.000241990076508
youngest quidditch,0.0003304692663582,0.0,0.0,0.0,0.0
yesterday ah,0.0003304692663582,1.2360952233397133e-13,1.8605790500757713e-08,3.7404241458262967e-10,5.630112205529772e-05
yes well,0.0003304692663582,1.533407221342286e-10,2.308095118720694e-05,4.640090251782161e-07,0.0698429582924942
yes midnight,0.0003304692663582,0.0,0.0,0.0,0.0
yes hermione,0.0003304692663582,0.0,0.0,0.0,0.0
yes bloody,0.0003304692663582,1.1466916011523789e-12,1.726008101736358e-07,3.4698887850873997e-09,0.0005222900515854
yellow want,0.0003304692663582,2.3286264847594264e-13,3.505064635141186e-08,7.046423742882635e-10,0.0001060632558593
yellow ron,0.0003304692663582,0.0,0.0,0.0,0.0
years see,0.0003304692663582,2.0074430727928188e-10,3.021617149661589e-05,6.074522738271597e-07,0.0914341349487676
years old,0.0003304692663582,1.8965817649326968e-07,0.0285474794494834,0.0005739056420686,86.38467281414427
years never,0.0003304692663582,2.08103040310448e-10,3.1323813064544306e-05,6.297197999794703e-07,0.0947858583333193
years much,0.0003304692663582,4.5287459877434744e-10,6.816699675567382e-05,1.3703985358912946e-06,0.2062733321826869
years ago,0.0003304692663582,3.514011619144986e-07,0.0528931450979901,0.0010633399159533,160.0546570665321
year without,0.0003304692663582,3.198552472829589e-09,0.0004814483228432,9.67881978278318e-06,1.4568626249238528
year mean,0.0003304692663582,5.162767205190908e-10,7.771032782121284e-05,1.5622533562909042e-06,0.2351514519870104
year let,0.0003304692663582,7.010675650123347e-11,1.0552517310319711e-05,2.121430451727509e-07,0.0319319173810302
year hogwarts,0.0003304692663582,0.0,0.0,0.0,0.0
yeah whew,0.0003304692663582,0.0,0.0,0.0,0.0
yeah wand,0.0003304692663582,0.0,0.0,0.0,0.0
yeah waltz,0.0003304692663582,0.0,0.0,0.0,0.0
yeah um,0.0003304692663582,5.394707617582971e-12,8.120151089525347e-07,1.6324385250807486e-08,0.0024571577196905
yeah thought,0.0003304692663582,6.880348653965159e-13,1.0356348217411093e-07,2.081993502690038e-09,0.0003133830970588
yeah think,0.0003304692663582,1.7994527746202352e-12,2.7085487192591454e-07,5.445144096001304e-09,0.0008196068424478
yeah thanks,0.0003304692663582,2.556188517873444e-11,3.847592575877536e-06,7.735026455085712e-08,0.0116428151346064
yeah tell,0.0003304692663582,7.434363009818138e-12,1.1190254444438058e-06,2.2496382467711643e-08,0.0033861709948872
yeah suppose,0.0003304692663582,0.0,0.0,0.0,0.0
yeah still,0.0003304692663582,1.7149585185453925e-12,2.581367382630531e-07,5.189464477118808e-09,0.000781121769984
yeah sorry,0.0003304692663582,1.5709581263548862e-11,2.3646169997688727e-06,4.7537192903502985e-08,0.0071553310413012
yeah ron,0.0003304692663582,7.19422660796128e-13,1.0828799477199945e-07,2.176972971569272e-09,0.00032767947218
yeah near,0.0003304692663582,0.0,0.0,0.0,0.0
yeah imagine,0.0003304692663582,0.0,0.0,0.0,0.0
yeah full,0.0003304692663582,0.0,0.0,0.0,0.0
yeah course,0.0003304692663582,3.705855729937869e-12,5.578079587668389e-07,1.1213919438792964e-08,0.0016879268832286
yeah brilliant,0.0003304692663582,0.0,0.0,0.0,0.0
ya well,0.0003304692663582,1.0673995940335009e-11,1.6066572260932616e-06,3.2299511715456534e-08,0.0048617447661586
wrong turns,0.0003304692663582,5.944094556422007e-10,8.947092096568011e-05,1.7986830127734557e-06,0.2707390068421715
wrong know,0.0003304692663582,3.446274447146318e-12,5.187356051621668e-07,1.0428426477065664e-08,0.0015696939412208
wrong bloody,0.0003304692663582,2.0259369850577394e-11,3.049454313873811e-06,6.130485316785252e-08,0.0092276487537829
wrapped made,0.0003304692663582,8.057286035485227e-13,1.2127882476228834e-07,2.438134754338041e-09,0.0003669897237307
would taken,0.0003304692663582,1.912283896047621e-11,2.8783829009309685e-06,5.7865710694406044e-08,0.0087099866582178
would take,0.0003304692663582,1.365775100097496e-07,0.0205577409440256,0.0004132835452895,62.207724096627125
would someone,0.0003304692663582,2.077608592548996e-09,0.0003127230773621,6.286843601053808e-06,0.9463000320978447
would show,0.0003304692663582,1.872521175658092e-08,0.0028185317801322,5.666249077541879e-05,8.52887716668104
would seen,0.0003304692663582,5.001995525739295e-11,7.529038142076502e-06,1.513603846088842e-07,0.0227828694179254
would safest,0.0003304692663582,0.0,0.0,0.0,0.0
would get,0.0003304692663582,6.412590376580088e-08,0.0096522752342223,0.0001940449847953,29.20778485875925
would feel,0.0003304692663582,2.33328746135374e-08,0.0035120803692371,7.06052785805703e-05,10.627555197312612
would cook,0.0003304692663582,1.0075403297421075e-09,0.0001516556648896,3.048817037799882e-06,0.4589100419560113
would change,0.0003304692663582,2.03398863660036e-08,0.0030615737152725,6.154849614353222e-05,9.26432206241552
worthwhile reckoned,0.0003304692663582,0.0,0.0,0.0,0.0
worth try,0.0003304692663582,2.6737714947220468e-12,4.024579283081994e-07,8.090832543029615e-09,0.0012178376910607
worth good,0.0003304692663582,2.3386715945615315e-11,3.520184603652197e-06,7.07682024514381e-08,0.0106520786106524
worst day,0.0003304692663582,1.012633425503598e-09,0.000152422281174,3.064228745574153e-06,0.461229822832862
worse sorry,0.0003304692663582,0.0,0.0,0.0,0.0
worse malfoy,0.0003304692663582,0.0,0.0,0.0,0.0
worse hermione,0.0003304692663582,0.0,0.0,0.0,0.0
worrying potions,0.0003304692663582,0.0,0.0,0.0,0.0
worried much,0.0003304692663582,1.3449537396032912e-10,2.0244336390734683e-05,4.0698300160399123e-07,0.0612593619183684
worried got,0.0003304692663582,2.831283544749285e-13,4.2616675064498994e-08,8.56746400641208e-10,0.0001289580587451
world mental,0.0003304692663582,2.1326574187640856e-10,3.210090646269424e-05,6.453421349180684e-07,0.0971373429561212
world could,0.0003304692663582,7.2163427452859605e-09,0.0010862088839538,2.183665314723721e-05,3.286868082844681
world biggest,0.0003304692663582,1.5776120169569698e-11,2.374632481765708e-06,4.773853963312205e-08,0.0071856378898236
works shell,0.0003304692663582,4.278116640319953e-13,6.439450654338693e-08,1.29455809536093e-09,0.0001948577768003
works romania,0.0003304692663582,0.0,0.0,0.0,0.0
works christmas,0.0003304692663582,4.609000390269051e-12,6.937499155410042e-07,1.394683518095536e-08,0.0020992872444272
work morning,0.0003304692663582,3.0278389422469345e-11,4.557524045540282e-06,9.16224063924002e-08,0.013791067761806
words coming,0.0003304692663582,1.2917153619434927e-09,0.0001944298866069,3.908730685241349e-06,0.5883448368726266
word going,0.0003304692663582,6.297156283954212e-11,9.478523042361292e-06,1.9055194915247098e-07,0.0286820107261877
wonky cross,0.0003304692663582,0.0,0.0,0.0,0.0
wondering get,0.0003304692663582,4.337515657330088e-13,6.528858464155765e-08,1.3125322379081984e-09,0.0001975632571253
wonder got,0.0003304692663582,4.222099779298624e-12,6.355133689027802e-07,1.2776073932158746e-08,0.0019230634542999
wonder gave,0.0003304692663582,9.245322643211628e-12,1.3916123366834834e-06,2.7976346318360814e-08,0.0042110189308045
wo nothing,0.0003304692663582,1.644771609254385e-13,2.4757215629957058e-08,4.9770788896042e-10,7.491533449625656e-05
wo hey,0.0003304692663582,0.0,0.0,0.0,0.0
wizards sword,0.0003304692663582,0.0,0.0,0.0,0.0
wizarding law,0.0003304692663582,1.3845730550998429e-12,2.0840689058388082e-07,4.189718064732488e-09,0.0006306392509068
wizard went,0.0003304692663582,2.4541953279380197e-11,3.694071723388896e-06,7.426395062341094e-08,0.0111782610349757
wizard hopping,0.0003304692663582,0.0,0.0,0.0,0.0
wizard harry,0.0003304692663582,9.209505767654931e-12,1.3862211558875649e-06,2.7867964452926242e-08,0.0041947052177161
wizard got,0.0003304692663582,1.2395544278790383e-11,1.8657858685912624e-06,3.750891698762296e-08,0.0056458680383576
without tell,0.0003304692663582,7.017423668292174e-12,1.056267447377879e-06,2.1234724020253963e-08,0.0031962652957657
without dates,0.0003304692663582,1.204270792694229e-10,1.8126766977152493e-05,3.644123418693054e-07,0.0548515968728682
winner oh,0.0003304692663582,0.0,0.0,0.0,0.0
wingardrium leviosar,0.0003304692663582,0.0,0.0,0.0,0.0
wingardium leviosa,0.0003304692663582,6.522172270576759e-12,9.817218656369811e-07,1.9736093290766987e-08,0.0029706903654177
wince queen,0.0003304692663582,0.0,0.0,0.0,0.0
win birds,0.0003304692663582,6.821726950298788e-13,1.0268110424996757e-07,2.0642545751605926e-09,0.0003107130214604
willow well,0.0003304692663582,1.638475368069437e-12,2.466244417366676e-07,4.9580264637785474e-09,0.0007462855606952
wife alone,0.0003304692663582,3.138805158889489e-10,4.724551159675943e-05,9.49802441080042e-07,0.1429649180918064
wicked trainers,0.0003304692663582,0.0,0.0,0.0,0.0
wicked thanks,0.0003304692663582,0.0,0.0,0.0,0.0
wicked mum,0.0003304692663582,0.0,0.0,0.0,0.0
wicked mental,0.0003304692663582,1.0022984637254628e-12,1.508666556037821e-07,3.032955151233514e-09,0.000456522499857
wicked malfoy,0.0003304692663582,0.0,0.0,0.0,0.0
wicked life,0.0003304692663582,1.7909130776618407e-10,2.69569470853669e-05,5.4193029730052e-07,0.0815717218803273
wicked harry,0.0003304692663582,6.060396268654987e-13,9.122150235441792e-08,1.833875910895158e-09,0.0002760362661244
whomping willow,0.0003304692663582,1.5226879874341608e-11,2.2919604539588365e-06,4.60765384997617e-08,0.00693547233368
whole lot,0.0003304692663582,1.930530269570833e-08,0.0029058474681229,5.841784595721848e-05,8.793094438540919
whoaa wicked,0.0003304692663582,0.0,0.0,0.0,0.0
whoa mean,0.0003304692663582,0.0,0.0,0.0,0.0
whoa lucky,0.0003304692663582,0.0,0.0,0.0,0.0
whoa know,0.0003304692663582,0.0,0.0,0.0,0.0
whoa harry,0.0003304692663582,0.0,0.0,0.0,0.0
whoa glad,0.0003304692663582,0.0,0.0,0.0,0.0
white moves,0.0003304692663582,5.511663495186856e-11,8.296193882624314e-06,1.6678293736436877e-07,0.0251042826888233
whisper took,0.0003304692663582,6.244869235313624e-12,9.399820216353984e-07,1.8896974306060667e-08,0.0028443855974689
whew lucky,0.0003304692663582,0.0,0.0,0.0,0.0
whew amazing,0.0003304692663582,0.0,0.0,0.0,0.0
whatever shed,0.0003304692663582,9.506746827672188e-13,1.4309620851176125e-07,2.876741590053854e-09,0.0004330091269566
werewolves come,0.0003304692663582,5.154633487978612e-12,7.758789854910911e-07,1.5597920934624634e-08,0.0023478098100962
went straight,0.0003304692663582,1.3671330336973053e-08,0.0020578180654166,4.136944559968405e-05,6.226957465951442
went rigid,0.0003304692663582,1.002783457501379e-09,0.0001509396572012,3.0344227423994364e-06,0.4567434026909301
went caves,0.0003304692663582,0.0,0.0,0.0,0.0
went bad,0.0003304692663582,7.969697865742354e-10,0.0001199604415942,2.411630574173846e-06,0.3630002962641415
welsh green,0.0003304692663582,4.964087318306954e-12,7.471978446963389e-07,1.5021328225198146e-08,0.0022610206780513
well worth,0.0003304692663582,1.375264821493943e-08,0.0020700580884573,4.161551349841033e-05,6.26399577567238
well white,0.0003304692663582,1.77740024824062e-11,2.675355104553396e-06,5.378413151176583e-08,0.0080956245463792
well welcome,0.0003304692663582,3.5477809385431274e-11,5.34014432211537e-06,1.0735585120032436e-07,0.0161592767187225
well us,0.0003304692663582,5.482760805261269e-11,8.25268935453376e-06,1.659083419672204e-07,0.0249726379868213
well twice,0.0003304692663582,2.143454683078751e-11,3.2263427629370376e-06,6.486093870996863e-08,0.0097629132006483
well true,0.0003304692663582,2.1909684632151745e-11,3.297860832291667e-06,6.629870569689693e-08,0.0099793268785154
well thanks,0.0003304692663582,2.5947340817151387e-10,3.905611624251049e-05,7.851665331270692e-07,0.118183807749847
well sort,0.0003304692663582,9.21201977718183e-11,1.3865995663343584e-05,2.787557184575464e-07,0.0419585028772813
well running,0.0003304692663582,3.881079766971689e-11,5.84182801596017e-06,1.174414737485735e-07,0.017677371576297
well poison,0.0003304692663582,4.718040743231215e-12,7.101627446259778e-07,1.4276791289018897e-08,0.0021489524652383
well hide,0.0003304692663582,3.8048417907200215e-11,5.727074088628599e-06,1.1513451258719784e-07,0.0173301261921916
well hermione,0.0003304692663582,0.0,0.0,0.0,0.0
well going,0.0003304692663582,3.2268107194452473e-10,4.857017736011233e-05,9.764329237042166e-07,0.1469733566917127
well fell,0.0003304692663582,1.693472553839069e-11,2.5490265604605016e-06,5.124447947917469e-08,0.0077133543719541
well expect,0.0003304692663582,4.46054922017353e-10,6.714049430968342e-05,1.3497621940246271e-06,0.2031671357811196
well done,0.0003304692663582,1.5870248096293083e-08,0.0023888006821746,4.802337073938704e-05,7.228510864261231
well dad,0.0003304692663582,5.778556554137585e-11,8.697923154542948e-06,1.748591213282185e-07,0.0263199154656492
well completely,0.0003304692663582,2.0935391688168703e-11,3.151209586822588e-06,6.335049524840401e-08,0.0095355602097259
well alright,0.0003304692663582,5.3569561406401086e-11,8.063327306225277e-06,1.6210149281578377e-07,0.0243996284286398
welcome prat,0.0003304692663582,0.0,0.0,0.0,0.0
welcome home,0.0003304692663582,3.5528025368057582e-09,0.0005347702866432,1.0750780476375156e-05,1.6182148873825024
weird though,0.0003304692663582,5.82236547895212e-11,8.763864650131e-06,1.7618477939310646e-07,0.0265194544312987
weeks back,0.0003304692663582,1.0079566912707838e-09,0.0001517183359138,3.0500769477856567e-06,0.4590996844754752
week said,0.0003304692663582,2.0075246888488844e-10,3.021739998711725e-05,6.074769708457251e-07,0.0914378523610247
wedding bill,0.0003304692663582,5.0989668527607785e-12,7.675000051893407e-07,1.5429473696455454e-08,0.0023224550157031
weasley whoaa,0.0003304692663582,0.0,0.0,0.0,0.0
weasley true,0.0003304692663582,0.0,0.0,0.0,0.0
weasley ten,0.0003304692663582,0.0,0.0,0.0,0.0
weasley sir,0.0003304692663582,0.0,0.0,0.0,0.0
weasley piss,0.0003304692663582,0.0,0.0,0.0,0.0
weasley lockhart,0.0003304692663582,0.0,0.0,0.0,0.0
weasley harry,0.0003304692663582,0.0,0.0,0.0,0.0
weasley barney,0.0003304692663582,0.0,0.0,0.0,0.0
weasley always,0.0003304692663582,0.0,0.0,0.0,0.0
weasels never,0.0003304692663582,1.115500415437318e-12,1.6790589140098105e-07,3.375504257113617e-09,0.0005080832273794
wear beautiful,0.0003304692663582,7.151664074302268e-11,1.0764734058170054e-05,2.164093548884054e-07,0.0325740852600254
