ngram,freq_ron,freq_google,freq_google_norm,google_div_ron,google_norm_div_ron
rat,0.001651800462504129,1.6207145861946022e-07,0.00016876898344025644,9.811806104822125e-05,0.10217274257473127
queen,0.001651800462504129,3.565568764429824e-07,0.0003712914173075126,0.0002158595329985816,0.22477982403796817
put,0.001651800462504129,2.278182335644e-06,0.0023723271213406663,0.0013792115859988779,1.4362068392596397
point,0.001651800462504129,3.1300980106250003e-06,0.0032594478005032327,0.0018949613356323755,1.9732696984246576
night,0.001651800462504129,1.7240062499830002e-06,0.001795249976354218,0.0010437133837397086,1.0868443356848438
nice,0.001651800462504129,3.8643318823589743e-07,0.00040240235326862686,0.00023394665215801237,0.24361438466882676
neville,0.001651800462504129,2.078406237267666e-08,2.164295372099741e-05,1.2582671360418453e-05,0.013102644182691836
ministry,0.001651800462504129,4.558450059993071e-07,0.0004746825809068349,0.00027596856663198056,0.28737283448099793
mind,0.001651800462504129,1.824012214356e-06,0.0018993886389476273,0.0011042569945711226,1.1498898820188939
make,0.001651800462504129,5.139691166197e-06,0.005352086423511592,0.0031115690320156647,3.2401531207939187
looks,0.001651800462504129,5.159980611656537e-07,0.0005373214320514188,0.0003123852262296868,0.32529439496392903
little,0.001651800462504129,3.5243949427579998e-06,0.0036700388630909048,0.002133668698345694,2.221841527715234
last,0.001651800462504129,2.8900997616809996e-06,0.0030095317397314,0.0017496663957216776,1.82197051523339
heard,0.001651800462504129,1.201582518105e-06,0.0012512373358489356,0.0007274380564607672,0.7574990831229458
hear,0.001651800462504129,8.791266514089372e-07,0.0009154561360608872,0.0005322232747629707,0.5542171447712613
hagrid,0.001651800462504129,4.929616668737177e-10,5.133330698814487e-07,2.9843899312534877e-07,0.00031077184050622907
great,0.001651800462504129,3.174325160929e-06,0.0033055026164519876,0.001921736452426417,2.001151284000034
give,0.001651800462504129,2.364349388295e-06,0.0024620549858630518,0.0014313771196737934,1.490528088441492
first,0.001651800462504129,8.770858859814e-06,0.009133310369868166,0.005309877953731397,5.529306097918189
face,0.001651800462504129,2.245520295093e-06,0.0023383153377247766,0.0013594379866493024,1.41561610545858
exactly,0.001651800462504129,5.843903095879681e-07,0.0006085399571374981,0.000353789893424556,0.36841009005104147
everyone,0.001651800462504129,8.260815776656459e-07,0.0008602190002417506,0.0005001097871187821,0.520776582746356
dead,0.001651800462504129,8.493841851557389e-07,0.000884484576741832,0.0005142171856932844,0.5354669627595052
best,0.001651800462504129,2.359394865017e-06,0.002456895719301365,0.0014283776512812921,1.4874046684650468
ahh,0.001651800462504129,4.340115527312441e-09,4.519468707180768e-06,2.6275059402349523e-06,0.0027360863553272372
year,0.001321440370003303,4.853194835622e-06,0.005053750770322742,0.0036726551918569504,3.824425895441737
went,0.001321440370003303,2.0662550965509998e-06,0.0021516420913564216,0.0015636385443149696,1.6282551526339728
took,0.001321440370003303,2.2318086456839997e-06,0.002324037061020427,0.0016889211926213676,1.758715045927209
times,0.001321440370003303,2.277329943365e-06,0.0023714395043620538,0.0017233694346414645,1.794586844925985
three,0.001321440370003303,4.633023275842e-06,0.004824480727077357,0.003506040363993435,3.650925790215791
thinking,0.001321440370003303,1.007334032828e-06,0.001048961625651356,0.0007623000293425893,0.7938017102116639
telling,0.001321440370003303,3.86285726257202e-07,0.0004022487974948188,0.0002923217233451377,0.3044017775042042
tea,0.001321440370003303,2.954936037568472e-07,0.0003077047343433549,0.0002236147846429942,0.23285555771433392
talking,0.001321440370003303,6.169280007550279e-07,0.0006424222526911604,0.00046686026457136757,0.48615303972403584
someone,0.001321440370003303,1.13211572308e-06,0.001178899859040331,0.0008567285734407904,0.8921324683287709
smell,0.001321440370003303,1.9014670535329607e-07,0.00019800442619781876,0.00014389351927610687,0.1498398495251994
skin,0.001321440370003303,7.025344472654276e-07,0.0007315663442947025,0.0005316429429681126,0.5536128310450164
shut,0.001321440370003303,2.6877382572861864e-07,0.0002798807743815855,0.00020339459262013225,0.21179977601326488
show,0.001321440370003303,1.895699364858e-06,0.001974038226351899,0.001434570494356292,1.4938534277918003
seamus,0.001321440370003303,7.363656718117718e-09,7.667956278703611e-06,5.572447221435585e-06,0.00580272591390896
scary,0.001321440370003303,3.400632362746434e-08,3.5411618541812845e-05,2.573428540508365e-05,0.026797742331516883
okay,0.001321440370003303,3.957234273886772e-07,0.00041207650707144363,0.00029946370367638157,0.3118388967263151
nothing,0.001321440370003303,1.856854848707e-06,0.0019335884793151576,0.0014051749067590228,1.463243081721746
much,0.001321440370003303,4.957683134036999e-06,0.005162556997249512,0.0037517267116825006,3.9067650076685694
made,0.001321440370003303,6.07870311175e-06,0.00632990258459974,0.004600058579816814,4.790153780895856
lost,0.001321440370003303,1.108973537672e-06,0.0011548013339874742,0.0008392157246332864,0.8738959094950215
long,0.001321440370003303,4.554245849162e-06,0.004742447861253401,0.0034464255463533453,3.588847419003513
life,0.001321440370003303,5.336265413883e-06,0.0055567840071274405,0.004038218851955962,4.205096297393692
left,0.001321440370003303,2.86304861168e-06,0.0029813627140099865,0.002166612036888841,2.2561462338270584
idea,0.001321440370003303,1.378047843641e-06,0.0014349950058103796,0.0010428377056753272,1.0859324706470053
friend,0.001321440370003303,9.19020379919424e-07,0.00095699845365158,0.0006954686725040244,0.7242085798008334
feel,0.001321440370003303,1.505556154792e-06,0.0015677725363912904,0.0011393296201388464,1.1864118669141095
else,0.001321440370003303,1.035330255914e-06,0.001078114779146968,0.0007834861711629198,0.8158633591194684
done,0.001321440370003303,1.8262538706149999e-06,0.001901722930569832,0.0013820176165879018,1.4391288277087209
destroyed,0.001321440370003303,2.4088844512135664e-07,0.00025084304387665887,0.0001822923308455867,0.18982547345366169
days,0.001321440370003303,2.307097561952e-06,0.002402437255422968,0.0017458960800071767,1.8180443930413317
cloak,0.001321440370003303,4.6684825747304226e-08,4.861405364381662e-05,3.5328741884272485e-05,0.036788685094958244
cat,0.001321440370003303,2.7160645975063816e-07,0.00028283046563769363,0.00020553818841629551,0.21403195487132473
bloke,0.001321440370003303,9.641993264215234e-09,1.004044398317037e-05,7.296578402694881e-06,0.0075981059842641805
azkaban,0.001321440370003303,2.689432653157484e-10,2.8005721597789127e-07,2.035228160276927e-07,0.00021193329819126932
around,0.001321440370003303,3.2638482626189998e-06,0.003398725217120467,0.0024699171727369292,2.5719853080559143
anyway,0.001321440370003303,2.946148717802273e-07,0.00030678968919182825,0.0002229498042196871,0.2321630972959161
wrong,0.000991080277502477,7.555107013756481e-07,0.0007867318165426402,0.0007623102976880294,0.7938124028915244
worse,0.000991080277502477,3.645366550514725e-07,0.0003796009564164021,0.000367817484946936,0.38301736502414996
world,0.000991080277502477,5.028992683803e-06,0.005236813379749578,0.0050742536179572304,5.283944700167328
works,0.000991080277502477,1.2342022774309999e-06,0.0012852050909886044,0.0012453100979278797,1.2967719368075028
wanted,0.000991080277502477,1.467649663679e-06,0.0015282995778246055,0.001480858510652112,1.542054274025028
voice,0.000991080277502477,1.2890979777380002e-06,0.0013423693296211862,0.001300699859537643,1.3544506535877778
turns,0.000991080277502477,3.1124456946326437e-07,0.0003241066011070516,0.000314045770588434,0.3270235605170153
thinks,0.000991080277502477,2.0202559278480804e-07,0.00021037420292034894,0.00020384382311987146,0.21226757074663222
things,0.000991080277502477,2.452060220336e-06,0.002553390425713787,0.002474128762319026,2.576370939545213
stupid,0.000991080277502477,1.4389952160250514e-07,0.00014984609989483972,0.00014519461729692779,0.15119471479389338
stop,0.000991080277502477,9.15274788620998e-07,0.0009530980776001601,0.0009235122617185877,0.9616759602985622
snatchers,0.000991080277502477,1.298334440780555e-09,1.3519874850419723e-06,1.3100194507475809e-06,0.001364155372407351
snake,0.000991080277502477,9.666670754769813e-08,0.00010066141259114136,9.753670791562748e-05,0.1015673653044617
sleeping,0.000991080277502477,1.7966217011327162e-07,0.00018708662259825265,0.0001812791296442912,0.18877040220163704
sirius,0.000991080277502477,5.900878201209766e-09,6.144729145439822e-06,5.953986105020658e-06,0.006200031707748784
seeker,0.000991080277502477,1.716254110660874e-08,1.7871774836153554e-05,1.731700397656823e-05,0.018032620809678948
rubbish,0.000991080277502477,2.5417844041306762e-08,2.646822418107888e-05,2.564660463767854e-05,0.026706438198708608
romilda,0.000991080277502477,1.1467090077130021e-10,1.194096204118886e-07,1.15702938878242e-07,0.00012048430699559567
remember,0.000991080277502477,8.82952472126081e-07,0.0009194400569730391,0.0008908990443752163,0.9277150174857971
problem,0.000991080277502477,2.2379694148909997e-06,0.0023304524210420625,0.00225811113962502,2.351426492831443
practice,0.000991080277502477,1.7547709232600001e-06,0.0018272859849090732,0.0017705638615693414,1.8437315587732561
potions,0.000991080277502477,4.7286163501216094e-09,4.9240241390236816e-06,4.771173897272707e-06,0.004968340356274898
piss,0.000991080277502477,1.6339525079456416e-08,1.7014748068820823e-05,1.6486580805171533e-05,0.017167880801440223
open,0.000991080277502477,2.127390339277e-06,0.0022153037184876132,0.0021465368523304945,2.2352414519540034
next,0.000991080277502477,2.407587390096e-06,0.0025070797772242283,0.0024292556766068655,2.529643495219248
miss,0.000991080277502477,5.472012688349718e-07,0.0005698140972207426,0.0005521260802544869,0.5749424240957297
minute,0.000991080277502477,4.5185952292791214e-07,0.0004705323996706865,0.00045592625863426364,0.474767191267723
might,0.000991080277502477,3.508139265602e-06,0.003653111427920517,0.00353971251899242,3.685989430771804
mcgonagall,0.000991080277502477,3.3096711170311954e-10,3.446441678879691e-07,3.3394581570844783e-07,0.0003477459653989611
map,0.000991080277502477,5.524206810092899e-07,0.000575249199084567,0.0005573924671383739,0.5804264418763285
luck,0.000991080277502477,1.5233934172839787e-07,0.00015863469151484815,0.00015371039580395357,0.16006240373848188
light,0.000991080277502477,2.069475121292e-06,0.002154995182066039,0.0020881003973836293,2.174390138704635
l,0.000991080277502477,1.9158969769119997e-06,0.0019950704949777886,0.0019331400497042091,2.01302612943259
keep,0.000991080277502477,1.598241803748e-06,0.0016642883750654688,0.0016126259799817333,1.6792669704410592
inside,0.000991080277502477,1.067026322547e-06,0.0011111206704388216,0.0010766295594499236,1.1211207564727717
horcruxes,0.000991080277502477,5.5411182079529057e-11,5.7701022440617436e-08,5.5909882718244854e-08,5.822033164258303e-05
horcrux,0.000991080277502477,6.440395261002472e-11,6.706541487387598e-08,6.498358818351499e-08,6.766900360774092e-05
goyle,0.000991080277502477,1.2664002471952182e-10,1.3187336263163834e-07,1.277797849419976e-07,0.0001330602228953232
git,0.000991080277502477,1.5176068101267118e-08,1.5803211792427347e-05,1.5312652714178532e-05,0.015945440698559205
getting,0.000991080277502477,9.464812399759438e-07,0.0009855941204988548,0.000954999571135728,0.9944644675833452
george,0.000991080277502477,7.991838003231946e-07,0.0008322096852299907,0.000806376454526104,0.8396995723970612
gave,0.000991080277502477,1.31842856338e-06,0.0013729119875615357,0.0013302944204504209,1.3852681954495905
game,0.000991080277502477,7.575823711358717e-07,0.0007888890970560327,0.0007644006124760951,0.7959890989295375
full,0.000991080277502477,2.083246281232e-06,0.0021693354285453655,0.0021019954977630896,2.188859447402275
fred,0.000991080277502477,1.258811862762114e-07,0.00013108316555583127,0.0001270141169526974,0.13226291404583385
found,0.000991080277502477,3.6695569628910002e-06,0.003821199633658801,0.0037025829755570217,3.8555904303617328
follow,0.000991080277502477,9.439546771921142e-07,0.0009829631487271618,0.0009524502692868439,0.9918098170657069
eye,0.000991080277502477,7.299129307230466e-07,0.0007600762303698774,0.0007364821470995545,0.7669169164432068
every,0.000991080277502477,3.000984795901e-06,0.0031249990444836046,0.003027993659064111,3.153124035883959
ever,0.000991080277502477,1.711013083028e-06,0.0017817198730445806,0.0017264122007752533,1.797755351901983
even,0.000991080277502477,6.455168725785e-06,0.006721925458473413,0.00651326524431707,6.782422787599678
e,0.000991080277502477,2.973018985288e-06,0.003095877560241764,0.002999776156155594,3.123740458283942
dunno,0.000991080277502477,7.56804124287996e-09,7.88078689532707e-06,7.636153614065884e-06,0.00795171397738502
drink,0.000991080277502477,3.7388964314518917e-07,0.0003893404522298609,0.0003772546499334961,0.3928445162999299
drewbals,0.000991080277502477,0.0,0.0,0.0,0.0
dragons,0.000991080277502477,2.5858608737138245e-08,2.6927203265277123e-05,2.6091336215772506e-05,0.027169548094664635
downstairs,0.000991080277502477,6.744369499471311e-08,7.023077314580136e-05,6.805068824966557e-05,0.07086285010411363
destroy,0.000991080277502477,1.8174685526874992e-07,0.0001892574563618282,0.0001833825769661688,0.1909607734690848
department,0.000991080277502477,2.271448736134e-06,0.0023653152590801755,0.0022918917747592076,2.3866030964118985
day,0.000991080277502477,4.286689496297e-06,0.004463834871214039,0.004325269701763676,4.504009385054968
dark,0.000991080277502477,8.871293366209577e-07,0.0009237895283776445,0.000895113500650547,0.932103634133044
cup,0.000991080277502477,3.88787591843145e-07,0.00040485405146884,0.00039228668016973357,0.40849773793205985
completely,0.000991080277502477,6.577825895913658e-07,0.0006849651376970124,0.0006637026328976885,0.691129823936286
c,0.000991080277502477,4.530431158606e-06,0.004717649040101817,0.004571205039033457,4.760107881462736
broom,0.000991080277502477,2.0855821454424988e-08,2.1717678212172053e-05,2.1043523847514827e-05,0.021913137316081615
ancient,0.000991080277502477,5.237247545412376e-07,0.0005453674273022773,0.0005284382773321091,0.5502757341479981
along,0.000991080277502477,1.98562084585e-06,0.0020676756691547986,0.0020034914334626512,2.0862847501771933
youngest,0.000660720185001651,6.340521049584561e-08,6.60254002237657e-05,9.596378608546245e-05,0.09992944323866951
yellow,0.000660720185001651,3.7946453323442374e-07,0.0003951457219619018,0.000574319571050301,0.5980530501893391
worth,0.000660720185001651,5.599580027843144e-07,0.000583097997044853,0.000847496437214061,0.8825188185273861
worried,0.000660720185001651,1.960220011317197e-07,0.00020412251573919543,0.0002966792987128581,0.3089394275712727
wonder,0.000660720185001651,3.35634107030396e-07,0.00034950402454511344,0.000507982220990505,0.5289743411490299
wo,0.000660720185001651,3.0791507521662824e-08,3.206395171173016e-05,4.660294663403674e-05,0.048528790915703654
without,0.000660720185001651,3.981957011643e-06,0.0041465094636786255,0.006026691937121687,6.275742073277607
witch,0.000660720185001651,6.706102385530627e-08,6.98322883062143e-05,0.00010149685960500617,0.10569116835145548
whew,0.000660720185001651,3.847859991068867e-09,4.0068709484370146e-06,5.823736096482738e-06,0.006064399180459429
welcome,0.000660720185001651,2.6349595557946703e-07,0.00027438479879532613,0.00039880112876952386,0.4152813929767266
wants,0.000660720185001651,4.4257072565175e-07,0.00046085974732934276,0.0006698307932739245,0.6975112275829611
walk,0.000660720185001651,5.777180961930509e-07,0.0006015920177436742,0.0008743763385881836,0.910509518855052
wake,0.000660720185001651,2.045582591500129e-07,0.00021301153050097226,0.0003095989252235449,0.32239295141322194
wait,0.000660720185001651,5.12432584379158e-07,0.0005336086136572216,0.0007755667164578566,0.8076166367702059
vow,0.000660720185001651,2.9827250879516356e-08,3.10598476291435e-05,4.514354420614806e-05,0.047009079386708744
viktor,0.000660720185001651,1.2784121114965751e-08,1.3312418751137377e-05,1.9348767307500688e-05,0.020148345779846446
value,0.000660720185001651,2.754023730098e-06,0.002867832431805942,0.0041682149155033285,4.340464385538298
using,0.000660720185001651,3.305595343394e-06,0.0034421974758636798,0.005003018552226825,5.2097658797196855
used,0.000660720185001651,6.035213851270001e-06,0.006284616151415898,0.009134296163897158,9.511766545167973
understand,0.000660720185001651,1.2971048218619999e-06,0.0013507070527149533,0.001963168147888139,2.0442951242840843
unbreakable,0.000660720185001651,4.195063305050756e-09,4.368422271828237e-06,6.349228312194327e-06,0.006611607108412044
umbridge,0.000660720185001651,1.8354459871603067e-10,1.9112949068957706e-07,2.7779475015671277e-07,0.00028927448415867524
um,0.000660720185001651,1.1716999575573556e-07,0.00012201198929063179,0.00017733678857630598,0.18466514579137144
uh,0.000660720185001651,6.906054706819177e-08,7.191444085101383e-05,0.00010452313798770838,0.10884250622800958
ugh,0.000660720185001651,8.685992745610924e-09,9.044937204447306e-06,1.314625002048215e-05,0.013689512458931014
twice,0.000660720185001651,3.498430975078405e-07,0.00036430019469757145,0.0005294875280781172,0.551368344674775
trying,0.000660720185001651,9.800642080228448e-07,0.0010205648884950254,0.0014833271788425775,1.544624958737223
trust,0.000660720185001651,1.0073391042859999e-06,0.0010489669066849107,0.0015246077343368627,1.5876114132676142
