ngram,freq_ron,freq_google,freq_google_norm,google_div_ron
vow sure snape,0.0003305785123966,0.0,0.0,0.0
vote favor sorry,0.0003305785123966,0.0,0.0,0.0
voices probably practicing,0.0003305785123966,0.0,0.0,0.0
voice voice hermione,0.0003305785123966,0.0,0.0,0.0
voice sure enough,0.0003305785123966,9.17003946118094e-13,5.194897263609863e-05,0.15714564222424315
voice hermione coming,0.0003305785123966,0.0,0.0,0.0
visiting neville saying,0.0003305785123966,0.0,0.0,0.0
visit brother charlie,0.0003305785123966,0.0,0.0,0.0
viktor krum bloody,0.0003305785123966,0.0,0.0,0.0
viktor durmstrang fraternising,0.0003305785123966,0.0,0.0,0.0
verto three guesses,0.0003305785123966,0.0,0.0,0.0
vera verto three,0.0003305785123966,0.0,0.0,0.0
vane joke love,0.0003305785123966,0.0,0.0,0.0
value nutty squirrel,0.0003305785123966,0.0,0.0,0.0
value miss think,0.0003305785123966,0.0,0.0,0.0
usual rubbish supposed,0.0003305785123966,0.0,0.0,0.0
using plumbing moaning,0.0003305785123966,0.0,0.0,0.0
using doubt way,0.0003305785123966,0.0,0.0,0.0
useless complete rubbish,0.0003305785123966,0.0,0.0,0.0
used read wizard,0.0003305785123966,0.0,0.0,0.0
used bring home,0.0003305785123966,0.0,0.0,0.0
us well harry,0.0003305785123966,0.0,0.0,0.0
us uh oh,0.0003305785123966,0.0,0.0,0.0
us ugh go,0.0003305785123966,0.0,0.0,0.0
us turned round,0.0003305785123966,4.4593576061729354e-12,0.0002526260080322735,0.7641936742978451
us see never,0.0003305785123966,0.0,0.0,0.0
us neville really,0.0003305785123966,0.0,0.0,0.0
us go get,0.0003305785123966,1.445215289533826e-11,0.0008187254792859467,2.4766445748406944
us found kills,0.0003305785123966,0.0,0.0,0.0
us faster oh,0.0003305785123966,0.0,0.0,0.0
us coming nobody,0.0003305785123966,0.0,0.0,0.0
us cafe night,0.0003305785123966,0.0,0.0,0.0
us brilliant one,0.0003305785123966,0.0,0.0,0.0
us barmy took,0.0003305785123966,0.0,0.0,0.0
us anywhere near,0.0003305785123966,3.593135976584636e-11,0.00203553892342071,6.157505243349402
us anything dad,0.0003305785123966,0.0,0.0,0.0
upstairs settle quiet,0.0003305785123966,0.0,0.0,0.0
unless course ripped,0.0003305785123966,0.0,0.0,0.0
unfortunate asking us,0.0003305785123966,0.0,0.0,0.0
understand right harry,0.0003305785123966,0.0,0.0,0.0
understand oh bloody,0.0003305785123966,0.0,0.0,0.0
unbreakable vow understand,0.0003305785123966,0.0,0.0,0.0
unbreakable vow sure,0.0003305785123966,0.0,0.0,0.0
unbeatable wand yeah,0.0003305785123966,0.0,0.0,0.0
umbridge look mcgonagall,0.0003305785123966,0.0,0.0,0.0
umbridge l fine,0.0003305785123966,0.0,0.0,0.0
umbrella downstairs oh,0.0003305785123966,0.0,0.0,0.0
um well harry,0.0003305785123966,0.0,0.0,0.0
um ron weasley,0.0003305785123966,0.0,0.0,0.0
uh oh smell,0.0003305785123966,0.0,0.0,0.0
uh got horrible,0.0003305785123966,0.0,0.0,0.0
ugh go bloody,0.0003305785123966,0.0,0.0,0.0
ugh ahh whoa,0.0003305785123966,0.0,0.0,0.0
two people want,0.0003305785123966,5.006667979303674e-11,0.0028363155791848974,8.57985462703676
two night yeah,0.0003305785123966,0.0,0.0,0.0
two find umbridge,0.0003305785123966,0.0,0.0,0.0
two days without,0.0003305785123966,3.4044141311646085e-10,0.01928626559247563,58.340953417255406
two clinging tree,0.0003305785123966,0.0,0.0,0.0
two classes supposed,0.0003305785123966,0.0,0.0,0.0
two carry let,0.0003305785123966,0.0,0.0,0.0
two better come,0.0003305785123966,4.568008210085818e-12,0.00025878114757497625,0.7828129714145262
twist lav well,0.0003305785123966,0.0,0.0,0.0
twilight fine better,0.0003305785123966,0.0,0.0,0.0
twice shrieking shack,0.0003305785123966,0.0,0.0,0.0
twice long really,0.0003305785123966,0.0,0.0,0.0
turns smashes piece,0.0003305785123966,0.0,0.0,0.0
turns ron harry,0.0003305785123966,0.0,0.0,0.0
turns right still,0.0003305785123966,0.0,0.0,0.0
turned round suppose,0.0003305785123966,0.0,0.0,0.0
turn yellow want,0.0003305785123966,0.0,0.0,0.0
turn tea cozy,0.0003305785123966,0.0,0.0,0.0
turn stupid fat,0.0003305785123966,0.0,0.0,0.0
turn rum actually,0.0003305785123966,0.0,0.0,0.0
turn lights know,0.0003305785123966,0.0,0.0,0.0
turn crabbe goyle,0.0003305785123966,0.0,0.0,0.0
turn around lunatic,0.0003305785123966,0.0,0.0,0.0
tryouts team harry,0.0003305785123966,0.0,0.0,0.0
trying scabbers leave,0.0003305785123966,0.0,0.0,0.0
trying follow spiders,0.0003305785123966,0.0,0.0,0.0
try one stop,0.0003305785123966,0.0,0.0,0.0
try one oh,0.0003305785123966,0.0,0.0,0.0
try looking big,0.0003305785123966,0.0,0.0,0.0
try kill think,0.0003305785123966,0.0,0.0,0.0
try elephant seamus,0.0003305785123966,0.0,0.0,0.0
trust sss like,0.0003305785123966,0.0,0.0,0.0
trust enchantments touch,0.0003305785123966,0.0,0.0,0.0
trunk better stand,0.0003305785123966,0.0,0.0,0.0
true well got,0.0003305785123966,0.0,0.0,0.0
true thick heads,0.0003305785123966,0.0,0.0,0.0
true really think,0.0003305785123966,0.0,0.0,0.0
true mean really,0.0003305785123966,3.0831420515451947e-13,1.7466234768885036e-05,0.052835360175892285
true every word,0.0003305785123966,3.615037522241069e-12,0.00020479463160040325,0.6195037605913963
trouble times easy,0.0003305785123966,0.0,0.0,0.0
trouble nimbus get,0.0003305785123966,0.0,0.0,0.0
trolls really stupid,0.0003305785123966,0.0,0.0,0.0
troll smell wo,0.0003305785123966,0.0,0.0,0.0
tripe george sweared,0.0003305785123966,0.0,0.0,0.0
tried umbrella downstairs,0.0003305785123966,0.0,0.0,0.0
tried quidditch keeper,0.0003305785123966,0.0,0.0,0.0
trick telling mean,0.0003305785123966,0.0,0.0,0.0
trick hermes percy,0.0003305785123966,0.0,0.0,0.0
trials suffering could,0.0003305785123966,0.0,0.0,0.0
trials coming need,0.0003305785123966,0.0,0.0,0.0
trevor shh go,0.0003305785123966,0.0,0.0,0.0
tree death eaters,0.0003305785123966,0.0,0.0,0.0
treacherous old bleeder,0.0003305785123966,0.0,0.0,0.0
trap dog animagus,0.0003305785123966,0.0,0.0,0.0
traitors price really,0.0003305785123966,0.0,0.0,0.0
traitor anyway sleeping,0.0003305785123966,0.0,0.0,0.0
trainers piece advice,0.0003305785123966,0.0,0.0,0.0
trained expect pain,0.0003305785123966,0.0,0.0,0.0
traditional ancient look,0.0003305785123966,0.0,0.0,0.0
track people found,0.0003305785123966,0.0,0.0,0.0
trace wedding bill,0.0003305785123966,0.0,0.0,0.0
trace breaks seventeen,0.0003305785123966,0.0,0.0,0.0
toward ball light,0.0003305785123966,0.0,0.0,0.0
touching stuff hot,0.0003305785123966,0.0,0.0,0.0
touch stan shunpike,0.0003305785123966,0.0,0.0,0.0
tore leg better,0.0003305785123966,0.0,0.0,0.0
top class even,0.0003305785123966,0.0,0.0,0.0
toothpaste mum sort,0.0003305785123966,0.0,0.0,0.0
took snatcher weeks,0.0003305785123966,0.0,0.0,0.0
took days came,0.0003305785123966,0.0,0.0,0.0
took curse may,0.0003305785123966,0.0,0.0,0.0
took clicked tiny,0.0003305785123966,0.0,0.0,0.0
tonight night mate,0.0003305785123966,0.0,0.0,0.0
tonight get back,0.0003305785123966,0.0,0.0,0.0
tone surprise going,0.0003305785123966,0.0,0.0,0.0
tombs even scabbers,0.0003305785123966,0.0,0.0,0.0
told us barmy,0.0003305785123966,0.0,0.0,0.0
told something worthwhile,0.0003305785123966,0.0,0.0,0.0
told privyed meetings,0.0003305785123966,0.0,0.0,0.0
told parvati told,0.0003305785123966,0.0,0.0,0.0
told marauder map,0.0003305785123966,0.0,0.0,0.0
told looks like,0.0003305785123966,5.077758466316586e-13,2.8765888820442183e-05,0.0870168136818624
told hermione tell,0.0003305785123966,0.0,0.0,0.0
told get harry,0.0003305785123966,0.0,0.0,0.0
told father seeker,0.0003305785123966,0.0,0.0,0.0
told dean hagrid,0.0003305785123966,0.0,0.0,0.0
told anything really,0.0003305785123966,0.0,0.0,0.0
today match mclaggen,0.0003305785123966,0.0,0.0,0.0
toast mate go,0.0003305785123966,0.0,0.0,0.0
tis one tell,0.0003305785123966,0.0,0.0,0.0
tiny ball light,0.0003305785123966,0.0,0.0,0.0
tinworth trust sss,0.0003305785123966,0.0,0.0,0.0
times wizard harry,0.0003305785123966,0.0,0.0,0.0
times think bad,0.0003305785123966,0.0,0.0,0.0
times got mate,0.0003305785123966,0.0,0.0,0.0
times easy say,0.0003305785123966,0.0,0.0,0.0
time sorting hat,0.0003305785123966,0.0,0.0,0.0
time see crookshanks,0.0003305785123966,0.0,0.0,0.0
time luna keep,0.0003305785123966,0.0,0.0,0.0
time divination two,0.0003305785123966,0.0,0.0,0.0
time actually achieved,0.0003305785123966,6.52647892872084e-13,3.697300068483352e-05,0.11184332707165326
tight dolohov recognize,0.0003305785123966,0.0,0.0,0.0
thrilled shot seems,0.0003305785123966,0.0,0.0,0.0
three years old,0.0003305785123966,6.939783787471597e-09,0.39314404218427973,1189.260727607785
three needs sort,0.0003305785123966,0.0,0.0,0.0
three guesses think,0.0003305785123966,0.0,0.0,0.0
three go hey,0.0003305785123966,0.0,0.0,0.0
thought would safest,0.0003305785123966,0.0,0.0,0.0
thought would get,0.0003305785123966,4.208313058743204e-11,0.002384041430336802,7.211725326770881
thought try one,0.0003305785123966,0.0,0.0,0.0
thought reckoned time,0.0003305785123966,0.0,0.0,0.0
thought might mad,0.0003305785123966,0.0,0.0,0.0
thought maybe fit,0.0003305785123966,0.0,0.0,0.0
thought lost packet,0.0003305785123966,0.0,0.0,0.0
thought gone forest,0.0003305785123966,0.0,0.0,0.0
thought going miss,0.0003305785123966,0.0,0.0,0.0
thought drewbals drewbals,0.0003305785123966,0.0,0.0,0.0
thought done everyone,0.0003305785123966,0.0,0.0,0.0
thought bloody hell,0.0003305785123966,1.3321256054675477e-12,7.546593111101824e-05,0.22828444161089523
thought alright know,0.0003305785123966,0.0,0.0,0.0
though like never,0.0003305785123966,0.0,0.0,0.0
though know bloody,0.0003305785123966,0.0,0.0,0.0
though heard probably,0.0003305785123966,0.0,0.0,0.0
though hat cheerful,0.0003305785123966,0.0,0.0,0.0
though days yes,0.0003305785123966,0.0,0.0,0.0
thinks muggle borns,0.0003305785123966,0.0,0.0,0.0
thinks genius well,0.0003305785123966,0.0,0.0,0.0
thinks door locked,0.0003305785123966,0.0,0.0,0.0
thinking really matter,0.0003305785123966,0.0,0.0,0.0
thinking harry could,0.0003305785123966,0.0,0.0,0.0
thinking destroyed tom,0.0003305785123966,0.0,0.0,0.0
thinking anyway made,0.0003305785123966,0.0,0.0,0.0
think worrying potions,0.0003305785123966,0.0,0.0,0.0
think winner oh,0.0003305785123966,0.0,0.0,0.0
think want tell,0.0003305785123966,0.0,0.0,0.0
think two better,0.0003305785123966,0.0,0.0,0.0
think try kill,0.0003305785123966,0.0,0.0,0.0
think true really,0.0003305785123966,0.0,0.0,0.0
think three go,0.0003305785123966,0.0,0.0,0.0
think tell us,0.0003305785123966,7.577133012847002e-13,4.292503616923112e-05,0.12984823441196114
think swan blimey,0.0003305785123966,0.0,0.0,0.0
think stuff stuff,0.0003305785123966,0.0,0.0,0.0
think someone coming,0.0003305785123966,7.604494831042883e-13,4.308004295527048e-05,0.13031712993973033
think reckoned right,0.0003305785123966,0.0,0.0,0.0
think ought go,0.0003305785123966,0.0,0.0,0.0
think oh let,0.0003305785123966,0.0,0.0,0.0
think mirror shows,0.0003305785123966,0.0,0.0,0.0
think mental think,0.0003305785123966,0.0,0.0,0.0
think maybe saw,0.0003305785123966,0.0,0.0,0.0
think madeye died,0.0003305785123966,0.0,0.0,0.0
think love think,0.0003305785123966,0.0,0.0,0.0
think knows mean,0.0003305785123966,0.0,0.0,0.0
think knows exist,0.0003305785123966,0.0,0.0,0.0
think know thinks,0.0003305785123966,0.0,0.0,0.0
think know best,0.0003305785123966,2.4389779574281107e-13,1.3816996067120918e-05,0.04179641310305268
think knew point,0.0003305785123966,0.0,0.0,0.0
think keeping thing,0.0003305785123966,0.0,0.0,0.0
think keepers need,0.0003305785123966,0.0,0.0,0.0
think hermione right,0.0003305785123966,0.0,0.0,0.0
think grim thing,0.0003305785123966,0.0,0.0,0.0
think got bit,0.0003305785123966,0.0,0.0,0.0
think going exactly,0.0003305785123966,0.0,0.0,0.0
think go well,0.0003305785123966,9.972128400208965e-13,5.649286762386548e-05,0.17089092456224178
think george took,0.0003305785123966,2.76865452932205e-13,1.5684638980172838e-05,0.04744603291503635
think ever quiet,0.0003305785123966,0.0,0.0,0.0
think dumbledore left,0.0003305785123966,0.0,0.0,0.0
think damage us,0.0003305785123966,0.0,0.0,0.0
think chamber secrets,0.0003305785123966,0.0,0.0,0.0
think brilliant think,0.0003305785123966,0.0,0.0,0.0
think bad influence,0.0003305785123966,0.0,0.0,0.0
think anything else,0.0003305785123966,1.4742181407616133e-10,0.008351558156130614,25.263463422302305
things look wanted,0.0003305785123966,0.0,0.0,0.0
things get hug,0.0003305785123966,0.0,0.0,0.0
things bit hurry,0.0003305785123966,0.0,0.0,0.0
thing right find,0.0003305785123966,0.0,0.0,0.0
thing really kill,0.0003305785123966,0.0,0.0,0.0
thing name queen,0.0003305785123966,0.0,0.0,0.0
thing like locked,0.0003305785123966,0.0,0.0,0.0
thing kept sane,0.0003305785123966,0.0,0.0,0.0
thing hermione cormac,0.0003305785123966,0.0,0.0,0.0
thing got anything,0.0003305785123966,0.0,0.0,0.0
thing bloke show,0.0003305785123966,0.0,0.0,0.0
